Date,Commodity,State,Price,Volume,price_lag_7,price_lag_14,price_lag_30,rolling_mean_7,rolling_mean_30,rolling_std_7,month,quarter,year,is_harvest_season,is_festival_season
2026-01-10,Gram,Delhi,6831.79,2665,6585.62,6799.36,6664.4,6831.7585714285715,6813.26,196.40638791619136,1,1,2026,1,0
2026-01-11,Gram,Delhi,6907.33,4381,7060.99,6992.16,6664.4,6809.807142857142,6816.744074074074,173.8024509526337,1,1,2026,1,0
2026-01-12,Gram,Delhi,6858.89,4173,6441.94,6929.68,6664.4,6869.371428571429,6818.249285714286,62.57171204001557,1,1,2026,1,0
2026-01-13,Gram,Delhi,6580.51,2277,6852.44,6926.3,6664.4,6830.524285714286,6810.051379310345,126.54502688201966,1,1,2026,1,0
2026-01-14,Gram,Delhi,6966.26,2932,6808.53,6310.76,6664.4,6853.057142857143,6815.258333333333,135.68848572057414,1,1,2026,1,0
2026-01-15,Gram,Delhi,6736.13,2904,6833.69,7341.13,6664.4,6839.120000000001,6817.649333333334,142.8316922114964,1,1,2026,1,0
2026-01-16,Gram,Delhi,7315.08,4487,6992.93,6980.73,7003.36,6885.141428571429,6828.039999999999,227.47159386236575,1,1,2026,1,0
2026-01-17,Gram,Delhi,6926.24,4654,6831.79,6585.62,6207.18,6898.634285714286,6852.008666666667,226.57900512162206,1,1,2026,1,0
2026-01-18,Gram,Delhi,6527.34,2558,6907.33,7060.99,6968.3,6844.35,6837.31,266.20312382339347,1,1,2026,1,0
2026-01-19,Gram,Delhi,7099.74,3457,6858.89,6441.94,6726.22,6878.757142857144,6849.760666666667,283.4049808262767,1,1,2026,1,0
2026-01-20,Gram,Delhi,7048.22,4652,6580.51,6852.44,6628.75,6945.572857142857,6863.743,255.0902529638126,1,1,2026,1,0
2026-01-21,Gram,Delhi,7361.32,3512,6966.26,6808.53,7390.7,7002.01,6862.763666666667,300.15215424847213,1,1,2026,1,0
2026-01-22,Gram,Delhi,6544.78,3845,6736.13,6833.69,6811.94,6974.674285714286,6853.858333333334,335.08314982290125,1,1,2026,1,0
2026-01-23,Gram,Delhi,6911.2,3837,7315.08,6992.93,6998.82,6916.977142857142,6850.937666666666,299.59264464236867,1,1,2026,1,0
2026-01-24,Gram,Delhi,6572.88,1662,6926.24,6831.79,6577.43,6866.497142857143,6850.785999999999,326.3469387892925,1,1,2026,1,0
2026-01-25,Gram,Delhi,7119.66,3322,6527.34,6907.33,6479.61,6951.114285714285,6872.121,299.432069472477,1,1,2026,1,0
2026-01-26,Gram,Delhi,6868.25,3706,7099.74,6858.89,6799.36,6918.044285714285,6874.417333333333,292.99570473854595,1,1,2026,1,0
2026-01-27,Gram,Delhi,7341.23,3903,7048.22,6580.51,6992.16,6959.902857142857,6886.053,332.90497897118973,1,1,2026,1,0
2026-01-28,Gram,Delhi,6009.49,4542,7361.32,6966.26,6929.68,6766.784285714285,6855.38,437.0430467302258,1,1,2026,1,0
2026-01-29,Gram,Delhi,6301.19,4092,6544.78,6736.13,6926.3,6731.985714285714,6834.543000000001,466.37883388425615,1,1,2026,1,0
2026-01-30,Gram,Delhi,7207.25,4186,6911.2,7315.08,6310.76,6774.278571428571,6864.426,497.7102371336351,1,1,2026,1,0
2026-01-31,Gram,Delhi,6574.25,3828,6572.88,6926.24,7341.13,6774.474285714285,6838.863333333333,497.6181028277659,1,1,2026,1,0
2026-02-01,Gram,Delhi,7569.51,5785,7119.66,6527.34,6980.73,6838.738571428571,6858.489333333334,572.9691641333056,2,1,2026,0,0
2026-02-02,Gram,Delhi,6344.44,5009,6868.25,7099.74,6585.62,6763.908571428571,6850.449999999999,601.9448243382606,2,1,2026,0,0
2026-02-03,Gram,Delhi,7247.02,4603,7341.23,7048.22,7060.99,6750.449999999999,6856.651,587.7717978093203,2,1,2026,0,0
2026-02-04,Gram,Delhi,7251.24,3221,6009.49,7361.32,6441.94,6927.842857142858,6883.627666666666,508.9769870277132,2,1,2026,0,0
2026-02-05,Gram,Delhi,7308.51,4988,6301.19,6544.78,6852.44,7071.745714285715,6898.83,440.0005462442481,2,1,2026,0,0
2026-02-06,Gram,Delhi,6782.06,3869,7207.25,6911.2,6808.53,7011.004285714286,6897.947666666666,447.4618489829462,2,1,2026,0,0
2026-02-07,Gram,Delhi,6912.83,5329,6574.25,6572.88,6833.69,7059.372857142857,6900.585666666666,409.03135396178146,2,1,2026,0,0
2026-02-08,Gram,Delhi,6416.91,4369,7569.51,7119.66,6992.93,6894.715714285715,6881.384999999999,401.36738917759305,2,1,2026,0,0
2026-02-09,Gram,Delhi,6738.5,4632,6344.44,6868.25,6831.79,6951.01,6878.275333333333,333.16446088981195,2,1,2026,0,0
2026-02-10,Gram,Delhi,7101.69,3610,7247.02,7341.23,6907.33,6930.248571428572,6884.754,315.7152281951011,2,1,2026,0,0
2026-02-11,Gram,Delhi,6869.64,5436,7251.24,6009.49,6858.89,6875.734285714286,6885.1123333333335,282.22091883588394,2,1,2026,0,0
2026-02-12,Gram,Delhi,7354.73,4493,7308.51,6301.19,6580.51,6882.337142857143,6910.919666666667,294.3152429914936,2,1,2026,0,0
2026-02-13,Gram,Delhi,6339.46,3256,6782.06,7207.25,6966.26,6819.108571428571,6890.026333333333,359.72301721503027,2,1,2026,0,0
2026-02-14,Gram,Delhi,7185.11,3184,6912.83,6574.25,6736.13,6858.005714285713,6904.992333333333,385.35401908968146,2,1,2026,0,0
2026-02-15,Gram,Delhi,7364.92,5891,6416.91,7569.51,7315.08,6993.435714285714,6906.653666666667,370.80857365389625,2,1,2026,0,0
2026-02-16,Gram,Delhi,7159.9,4437,6738.5,6344.44,6926.24,7053.635714285714,6914.442333333333,356.45099003262266,2,1,2026,0,0
2026-02-17,Gram,Delhi,6438.03,2496,7101.69,7247.02,6527.34,6958.827142857142,6911.465333333333,423.4942688204985,2,1,2026,0,0
2026-02-18,Gram,Delhi,7428.1,3634,6869.64,7251.24,7099.74,7038.607142857143,6922.410666666667,455.30083526221995,2,1,2026,0,0
2026-02-19,Gram,Delhi,7100.68,4370,7354.73,7308.51,7048.22,7002.314285714287,6924.159333333333,435.6015537872929,2,1,2026,0,0
2026-02-20,Gram,Delhi,6754.88,4465,6339.46,6782.06,7361.32,7061.660000000001,6903.944666666666,350.16348729319594,2,1,2026,0,0
2026-02-21,Gram,Delhi,6714.17,5225,7185.11,6912.83,6544.78,6994.382857142858,6909.590999999999,367.31292448057866,2,1,2026,0,0
2026-02-22,Gram,Delhi,7616.92,5258,7364.92,6416.91,6911.2,7030.382857142856,6933.115000000001,418.468522699707,2,1,2026,0,0
2026-02-23,Gram,Delhi,7212.64,3554,7159.9,6738.5,6572.88,7037.9171428571435,6954.440333333333,421.6517213180508,2,1,2026,0,0
2026-02-24,Gram,Delhi,6409.89,3260,6438.03,7101.69,7119.66,7033.897142857144,6930.781333333333,428.4042930345997,2,1,2026,0,0
2026-02-25,Gram,Delhi,6785.07,4366,7428.1,6869.64,6868.25,6942.035714285715,6928.008666666667,397.6243683367977,2,1,2026,0,0
2026-02-26,Gram,Delhi,6822.63,4286,7100.68,7354.73,7341.23,6902.314285714286,6910.722,392.99618356319627,2,1,2026,0,0
2026-02-27,Gram,Delhi,7433.97,4621,6754.88,6339.46,6009.49,6999.327142857143,6958.204666666667,432.38032458759665,2,1,2026,0,0
2026-02-28,Gram,Delhi,7544.49,4481,6714.17,7185.11,6301.19,7117.944285714286,6999.648,454.4436578886728,2,1,2026,0,0
2026-03-01,Gram,Delhi,5443.15,3859,7616.92,7364.92,7207.25,6807.405714285715,6940.844666666667,721.114176670545,3,1,2026,0,1
2026-03-02,Gram,Delhi,5871.48,5957,7212.64,7159.9,6574.25,6615.811428571427,6917.419,771.8827046995457,3,1,2026,0,1
2026-03-03,Gram,Delhi,5910.81,4192,6409.89,6438.03,7569.51,6544.5142857142855,6862.129,815.8694605931587,3,1,2026,0,1
2026-03-04,Gram,Delhi,6613.82,4116,6785.07,7428.1,6344.44,6520.05,6871.108333333334,810.0004713784639,3,1,2026,0,1
2026-03-05,Gram,Delhi,6177.42,5077,6822.63,7100.68,7247.02,6427.877142857143,6835.455,806.5331562871278,3,1,2026,0,1
2026-03-06,Gram,Delhi,6176.23,2643,7433.97,6754.88,7251.24,6248.2,6799.6213333333335,674.3009603532635,3,1,2026,0,1
2026-03-07,Gram,Delhi,6248.7,3668,7544.49,6714.17,7308.51,6063.087142857143,6764.294333333333,366.93682642994054,3,1,2026,0,1
2026-03-08,Gram,Delhi,5912.22,4843,5443.15,7616.92,6782.06,6130.097142857143,6735.299666666667,262.9519159285139,3,1,2026,0,1
2026-03-09,Gram,Delhi,6145.77,4141,5871.48,7212.64,6912.83,6169.281428571428,6709.731000000001,237.1628184341278,3,1,2026,0,1
2026-03-10,Gram,Delhi,5777.3,3730,5910.81,6409.89,6416.91,6150.208571428571,6688.410666666667,265.13290958992445,3,1,2026,0,1
2026-03-11,Gram,Delhi,6494.23,5641,6613.82,6785.07,6738.5,6133.124285714285,6680.268333333334,232.07212792988477,3,1,2026,0,1
2026-03-12,Gram,Delhi,6300.64,4372,6177.42,6822.63,7101.69,6150.727142857143,6653.566666666667,240.5116821635551,3,1,2026,0,1
2026-03-13,Gram,Delhi,6761.6,3665,6176.23,7433.97,6869.64,6234.351428571428,6649.965333333333,334.32502132049996,3,1,2026,0,1
2026-03-14,Gram,Delhi,6149.99,3050,6248.7,7544.49,7354.73,6220.25,6609.807333333333,335.6978642569341,3,1,2026,0,1
2026-03-15,Gram,Delhi,6711.62,4981,5912.22,5443.15,6339.46,6334.45,6622.212666666665,349.1486914386679,3,1,2026,0,1
2026-03-16,Gram,Delhi,6548.13,3880,6145.77,5871.48,7185.11,6391.93,6600.98,346.015461985927,3,1,2026,0,1
2026-03-17,Gram,Delhi,6701.37,5219,5777.3,5910.81,7364.92,6523.9400000000005,6578.861666666666,228.89473403000926,3,1,2026,0,1
2026-03-18,Gram,Delhi,5840.18,3274,6494.23,6613.82,7159.9,6430.504285714286,6534.871,346.38375158472144,3,1,2026,0,1
2026-03-19,Gram,Delhi,6139.36,4736,6300.64,6177.42,6438.03,6407.464285714285,6524.915333333333,361.4956411381828,3,1,2026,0,1
2026-03-20,Gram,Delhi,6551.28,4077,6761.6,6176.23,7428.1,6377.418571428571,6495.687999999999,334.91945108381884,3,1,2026,0,1
2026-03-21,Gram,Delhi,6276.93,3974,6149.99,6248.7,7100.68,6395.552857142858,6468.229666666666,323.8051018598643,3,1,2026,0,1
2026-03-22,Gram,Delhi,5862.92,4584,6711.62,5912.22,6754.88,6274.3099999999995,6438.497666666666,343.9958751690685,3,1,2026,0,1
2026-03-23,Gram,Delhi,5855.84,4638,6548.13,6145.77,6714.17,6175.4114285714295,6409.886666666667,351.5850369601712,3,1,2026,0,1
2026-03-24,Gram,Delhi,6533.23,3702,6701.37,5777.3,7616.92,6151.391428571428,6373.763666666667,313.3249691310148,3,1,2026,0,1
2026-03-25,Gram,Delhi,5763.35,4025,5840.18,6494.23,7212.64,6140.415714285714,6325.454000000001,327.0870298486887,3,1,2026,0,1
2026-03-26,Gram,Delhi,6658.03,3185,6139.36,6300.64,6409.89,6214.511428571428,6333.725333333334,381.09661082322935,3,1,2026,0,1
2026-03-27,Gram,Delhi,6558.14,3818,6551.28,6761.6,6785.07,6215.4914285714285,6326.160999999999,382.11441617350505,3,1,2026,0,1
2026-03-28,Gram,Delhi,6760.74,3753,6276.93,6149.99,6822.63,6284.607142857143,6324.097999999999,435.15342029044916,3,1,2026,0,1
2026-03-29,Gram,Delhi,6340.17,5446,5862.92,6711.62,7433.97,6352.785714285715,6287.638,393.46324618093456,3,1,2026,0,1
2026-03-30,Gram,Delhi,6501.53,4678,5855.84,6548.13,7544.49,6445.027142857143,6252.872666666666,327.74238057323447,3,1,2026,0,1
2026-03-31,Gram,Delhi,5814.88,5649,6533.23,6701.37,5443.15,6342.405714285714,6265.263666666667,400.0162460391311,3,1,2026,0,1
2026-04-01,Gram,Delhi,6320.13,3978,5763.35,5840.18,5871.48,6421.9457142857145,6280.218666666667,311.1758314767382,4,2,2026,0,1
2026-04-02,Gram,Delhi,6383.59,2892,6658.03,6139.36,5910.81,6382.74,6295.978,293.2456715224756,4,2,2026,0,1
2026-04-03,Gram,Delhi,5657.07,4486,6558.14,6551.28,6613.82,6254.015714285713,6264.086333333335,386.39365504871455,4,2,2026,0,1
2026-04-04,Gram,Delhi,6551.65,5173,6760.74,6276.93,6177.42,6224.145714285713,6276.560666666667,346.7399332764709,4,2,2026,0,1
2026-04-05,Gram,Delhi,5749.72,2461,6340.17,5862.92,6176.23,6139.795714285714,6262.343666666667,383.66329725672784,4,2,2026,0,1
2026-04-06,Gram,Delhi,6487.93,5585,6501.53,5855.84,6248.7,6137.852857142857,6270.318,381.55482754619834,4,2,2026,0,1
2026-04-07,Gram,Delhi,5961.05,5384,5814.88,6533.23,5912.22,6158.734285714286,6271.9456666666665,364.5545372943594,4,2,2026,0,1
2026-04-08,Gram,Delhi,6865.8,5190,6320.13,5763.35,6145.77,6236.687142857142,6295.946666666667,452.54039895955833,4,2,2026,0,1
2026-04-09,Gram,Delhi,6165.12,4618,6383.59,6658.03,5777.3,6205.477142857143,6308.874,448.2335391926208,4,2,2026,0,1
2026-04-10,Gram,Delhi,5840.83,3965,5657.07,6558.14,6494.23,6231.728571428573,6287.093999999999,414.90420900205265,4,2,2026,0,1
2026-04-11,Gram,Delhi,6611.56,2994,6551.65,6760.74,6300.64,6240.287142857143,6297.458,423.13954860125784,4,2,2026,0,1
2026-04-12,Gram,Delhi,6172.01,4971,5749.72,6340.17,6761.6,6300.614285714286,6277.804999999999,368.06081086586545,4,2,2026,0,1
2026-04-13,Gram,Delhi,6773.0,4216,6487.93,6501.53,6149.99,6341.338571428571,6298.572,406.0509773180613,4,2,2026,0,1
2026-04-14,Gram,Delhi,6295.35,4088,5961.05,5814.88,6711.62,6389.095714285714,6284.696333333334,372.1099110413999,4,2,2026,0,1
2026-04-15,Gram,Delhi,6694.07,3389,6865.8,6320.13,6548.13,6364.562857142858,6289.561000000001,339.692023933165,4,2,2026,0,1
2026-04-16,Gram,Delhi,7468.59,5653,6165.12,6383.59,6701.37,6550.772857142858,6315.135,521.0123730045286,4,2,2026,0,1
2026-04-17,Gram,Delhi,6211.99,5622,5840.83,5657.07,5840.18,6603.795714285714,6327.528666666666,450.8877090753735,4,2,2026,0,1
2026-04-18,Gram,Delhi,6479.13,5558,6611.56,6551.65,6139.36,6584.877142857143,6338.854333333334,453.2795728434532,4,2,2026,0,1
2026-04-19,Gram,Delhi,5661.98,5051,6172.01,5749.72,6551.28,6512.015714285714,6309.211,559.299051070688,4,2,2026,0,1
2026-04-20,Gram,Delhi,5965.79,5559,6773.0,6487.93,6276.93,6396.699999999999,6298.839666666667,579.3758577124186,4,2,2026,0,1
2026-04-21,Gram,Delhi,5987.5,4249,6295.35,5961.05,5862.92,6352.721428571429,6302.992333333333,599.6794034156526,4,2,2026,0,1
2026-04-22,Gram,Delhi,6233.59,6701,6694.07,6865.8,5855.84,6286.938571428572,6315.584000000001,580.9581283371057,4,2,2026,0,1
2026-04-23,Gram,Delhi,7200.04,3686,7468.59,6165.12,6533.23,6248.574285714285,6337.811,491.9731484155466,4,2,2026,0,1
2026-04-24,Gram,Delhi,6182.79,4407,6211.99,5840.83,5763.35,6244.402857142857,6351.792333333333,492.45859879162447,4,2,2026,0,1
2026-04-25,Gram,Delhi,7039.54,4894,6479.13,6611.56,6658.03,6324.461428571429,6364.509333333333,575.5248980258106,4,2,2026,0,1
2026-04-26,Gram,Delhi,6860.33,6744,5661.98,6172.01,6558.14,6495.654285714285,6374.582333333334,521.2961365307681,4,2,2026,0,1
2026-04-27,Gram,Delhi,6314.91,5541,5965.79,6773.0,6760.74,6545.528571428571,6359.721333333334,476.96928564386565,4,2,2026,0,1
2026-04-28,Gram,Delhi,6626.76,4778,5987.5,6295.35,6340.17,6636.851428571428,6369.274333333334,408.61999573477317,4,2,2026,0,1
2026-04-29,Gram,Delhi,6168.83,4588,6233.59,6694.07,6501.53,6627.599999999999,6358.184333333334,419.85056087454143,4,2,2026,0,1
2026-04-30,Gram,Delhi,6175.2,3895,7200.04,7468.59,5814.88,6481.194285714286,6370.195000000001,361.6127613371868,4,2,2026,0,1
2026-05-01,Gram,Delhi,6947.41,4783,6182.79,6211.99,6320.13,6590.425714285714,6391.104333333334,371.79164742532686,5,2,2026,0,0
2026-05-02,Gram,Delhi,6466.13,5092,7039.54,6479.13,6383.59,6508.51,6393.855666666666,315.2112169641182,5,2,2026,0,0
2026-05-03,Gram,Delhi,6079.91,4805,6860.33,5661.98,5657.07,6397.021428571429,6407.950333333332,307.96682843170953,5,2,2026,0,0
2026-05-04,Gram,Delhi,6228.45,4218,6314.91,5965.79,6551.65,6384.67,6397.177,313.4930992860932,5,2,2026,0,0
2026-05-05,Gram,Delhi,6164.58,5213,6626.76,5987.5,5749.72,6318.644285714285,6411.005666666666,302.4852104294879,5,2,2026,0,0
2026-05-06,Gram,Delhi,7299.53,4485,6168.83,6233.59,6487.93,6480.172857142857,6438.058999999999,466.55402040615127,5,2,2026,0,0
2026-05-07,Gram,Delhi,6457.58,3523,6175.2,7200.04,5961.05,6520.512857142857,6454.610000000001,447.6134322051527,5,2,2026,0,0
2026-05-08,Gram,Delhi,6412.97,3348,6947.41,6182.79,6865.8,6444.164285714286,6439.515666666667,406.3387899219548,5,2,2026,0,0
2026-05-09,Gram,Delhi,5861.56,2216,6466.13,7039.54,6165.12,6357.797142857142,6429.397,461.41043745289966,5,2,2026,0,0
2026-05-10,Gram,Delhi,6349.43,4338,6079.91,6860.33,5840.83,6396.3,6446.350333333334,445.32179481059933,5,2,2026,0,0
2026-05-11,Gram,Delhi,6211.44,4629,6228.45,6314.91,6611.56,6393.87,6433.013000000001,446.4353757637644,5,2,2026,0,0
2026-05-12,Gram,Delhi,6612.57,4367,6164.58,6626.76,6172.01,6457.868571428572,6447.698333333334,440.15382430193614,5,2,2026,0,0
2026-05-13,Gram,Delhi,6485.06,4467,7299.53,6168.83,6773.0,6341.515714285714,6438.100333333334,244.94619687168995,5,2,2026,0,0
2026-05-14,Gram,Delhi,6627.16,4716,6457.58,6175.2,6295.35,6365.7414285714285,6449.160666666667,265.83371340172874,5,2,2026,0,0
2026-05-15,Gram,Delhi,5868.75,4066,6412.97,6947.41,6694.07,6287.995714285715,6421.65,323.1265357336623,5,2,2026,0,0
2026-05-16,Gram,Delhi,6644.07,3103,5861.56,6466.13,7468.59,6399.782857142857,6394.165999999999,283.9986707547703,5,2,2026,0,0
2026-05-17,Gram,Delhi,6808.33,3319,6349.43,6079.91,6211.99,6465.340000000001,6414.044,320.9939394028085,5,2,2026,0,0
2026-05-18,Gram,Delhi,7107.95,3658,6211.44,6228.45,6479.13,6593.412857142857,6435.004666666667,376.8037640786126,5,2,2026,0,0
2026-05-19,Gram,Delhi,6826.42,3487,6612.57,6164.58,5661.98,6623.962857142857,6473.819333333333,387.14309902645937,5,2,2026,0,0
2026-05-20,Gram,Delhi,6550.98,4121,6485.06,7299.53,5965.79,6633.38,6493.3256666666675,383.99010195576847,5,2,2026,0,0
2026-05-21,Gram,Delhi,6323.93,5103,6627.16,6457.58,5987.5,6590.061428571428,6504.54,401.5128711273819,5,2,2026,0,0
2026-05-22,Gram,Delhi,6387.65,5521,5868.75,6412.97,6233.59,6664.1900000000005,6509.675333333333,273.70617085968,5,2,2026,0,0
2026-05-23,Gram,Delhi,7427.11,3521,6644.07,5861.56,7200.04,6776.052857142857,6517.244333333334,396.5558868017785,5,2,2026,0,0
2026-05-24,Gram,Delhi,5776.16,4441,6808.33,6349.43,6182.79,6628.599999999999,6503.69,546.2122487946738,5,2,2026,0,0
2026-05-25,Gram,Delhi,6237.47,2117,7107.95,6211.44,7039.54,6504.245714285715,6476.954333333332,517.2113140312239,5,2,2026,0,0
2026-05-26,Gram,Delhi,6472.34,4164,6826.42,6612.57,6860.33,6453.662857142857,6464.021333333334,497.3859310339171,5,2,2026,0,0
2026-05-27,Gram,Delhi,7003.81,5228,6550.98,6485.06,6314.91,6518.352857142857,6486.984666666667,539.7922850725176,5,2,2026,0,0
2026-05-28,Gram,Delhi,6456.88,5472,6323.93,6627.16,6626.76,6537.345714285714,6481.321999999999,534.1204343858903,5,2,2026,0,0
2026-05-29,Gram,Delhi,6388.72,3397,6387.65,5868.75,6168.83,6537.498571428572,6488.651666666667,534.0706044281847,5,2,2026,0,0
2026-05-30,Gram,Delhi,5917.09,4850,7427.11,6644.07,6175.2,6321.7814285714285,6480.048,403.96979356665526,5,2,2026,0,0
2026-05-31,Gram,Delhi,6551.93,3852,5776.16,6808.33,6947.41,6432.605714285714,6466.865333333333,328.74534982045293,5,2,2026,0,0
2026-06-01,Gram,Delhi,7563.51,5143,6237.47,7107.95,6466.13,6622.04,6503.444666666667,522.5115862192287,6,2,2026,0,0
2026-06-02,Gram,Delhi,7502.98,3386,6472.34,6826.42,6079.91,6769.274285714287,6550.8803333333335,611.011428667178,6,2,2026,0,0
2026-06-03,Gram,Delhi,7160.88,3636,7003.81,6550.98,6228.45,6791.712857142857,6581.961333333334,623.8099875687127,6,2,2026,0,0
2026-06-04,Gram,Delhi,7348.56,3399,6456.88,6323.93,6164.58,6919.095714285714,6621.427333333334,634.9821986706189,6,2,2026,0,0
2026-06-05,Gram,Delhi,7338.8,4533,6388.72,6387.65,7299.53,7054.821428571428,6622.736333333334,603.4784390356914,6,2,2026,0,0
2026-06-06,Gram,Delhi,6459.06,5071,5917.09,7427.11,6457.58,7132.245714285715,6622.785666666667,447.8940712511242,6,2,2026,0,0
2026-06-07,Gram,Delhi,6733.02,4936,6551.93,5776.16,6412.97,7158.115714285715,6633.454,412.6307143947324,6,2,2026,0,0
2026-06-08,Gram,Delhi,7407.08,4769,7563.51,6237.47,5861.56,7135.768571428572,6684.971333333333,390.66771129390946,6,2,2026,0,0
2026-06-09,Gram,Delhi,6725.69,3574,7502.98,6472.34,6349.43,7024.727142857142,6697.513333333333,379.1957219657744,6,2,2026,0,0
2026-06-10,Gram,Delhi,7627.04,3250,7160.88,7003.81,6211.44,7091.321428571428,6744.7,442.7068176731504,6,2,2026,0,0
2026-06-11,Gram,Delhi,6864.12,4130,7348.56,6456.88,6612.57,7022.115714285715,6753.085,433.5625192847894,6,2,2026,0,0
2026-06-12,Gram,Delhi,7449.05,4592,7338.8,6388.72,6485.06,7037.865714285714,6785.218,448.72156525909634,6,2,2026,0,0
2026-06-13,Gram,Delhi,7265.96,4026,6459.06,5917.09,6627.16,7153.137142857144,6806.511333333333,372.40316220973784,6,2,2026,0,0
2025-12-16,Gram,Karnataka,4822.15,5658,4822.15,4822.15,4822.15,5011.6849999999995,5011.6849999999995,268.0429675443853,12,4,2025,1,0
2025-12-17,Gram,Karnataka,5201.22,6319,4822.15,4822.15,4822.15,5011.6849999999995,5011.6849999999995,268.0429675443853,12,4,2025,1,0
2025-12-18,Gram,Karnataka,5888.02,5446,4822.15,4822.15,4822.15,5303.796666666666,5303.796666666666,540.2880654181936,12,4,2025,1,0
2025-12-19,Gram,Karnataka,4796.34,3873,4822.15,4822.15,4822.15,5176.9325,5176.9325,508.9062089995894,12,4,2025,1,0
2025-12-20,Gram,Karnataka,5396.33,5186,4822.15,4822.15,4822.15,5220.812,5220.812,451.5154479860023,12,4,2025,1,0
2025-12-21,Gram,Karnataka,5254.62,4128,4822.15,4822.15,4822.15,5226.446666666667,5226.446666666667,404.08347729976157,12,4,2025,1,0
2025-12-22,Gram,Karnataka,5804.89,3757,4822.15,4822.15,4822.15,5309.081428571429,5309.081428571429,428.79957359387146,12,4,2025,1,0
2025-12-23,Gram,Karnataka,5682.16,4640,4822.15,4822.15,4822.15,5431.9400000000005,5355.71625,387.22092105153644,12,4,2025,1,0
