Date,Commodity,State,Price,Volume
2025-12-26,Gram,Uttar Pradesh,5885.45,3241
2025-12-26,Gram,Delhi,6479.61,2368
2025-12-26,Tur,Maharashtra,7026.57,5775
2025-12-26,Tur,Karnataka,8220.96,4855
2025-12-26,Tur,Uttar Pradesh,8674.88,3290
2025-12-26,Tur,Delhi,9160.98,3595
2025-12-27,Onion,Maharashtra,1132.42,6899
2025-12-27,Onion,Karnataka,898.59,6461
2025-12-27,Onion,Uttar Pradesh,1050.5,7087
2025-12-27,Onion,Delhi,1552.79,4060
2025-12-27,Potato,Maharashtra,958.39,3980
2025-12-27,Potato,Karnataka,1045.21,5698
2025-12-27,Potato,Uttar Pradesh,1035.84,5003
2025-12-27,Potato,Delhi,1343.93,3059
2025-12-27,Tomato,Maharashtra,1120.91,6293
2025-12-27,Tomato,Karnataka,1095.05,5717
2025-12-27,Tomato,Uttar Pradesh,1662.19,7193
2025-12-27,Tomato,Delhi,1446.6,5958
2025-12-27,Gram,Maharashtra,4925.54,5310
2025-12-27,Gram,Karnataka,5455.63,6060
2025-12-27,Gram,Uttar Pradesh,5330.82,4424
2025-12-27,Gram,Delhi,6799.36,2158
2025-12-27,Tur,Maharashtra,6467.94,6431
2025-12-27,Tur,Karnataka,8287.23,4546
2025-12-27,Tur,Uttar Pradesh,8203.65,4828
2025-12-27,Tur,Delhi,11315.75,4450
2025-12-28,Onion,Maharashtra,1071.56,5617
2025-12-28,Onion,Karnataka,954.52,6846
2025-12-28,Onion,Uttar Pradesh,1116.92,4472
2025-12-28,Onion,Delhi,1432.01,3918
2025-12-28,Potato,Maharashtra,1112.85,5941
2025-12-28,Potato,Karnataka,1049.46,6200
2025-12-28,Potato,Uttar Pradesh,1110.7,3762
2025-12-28,Potato,Delhi,1488.22,4028
2025-12-28,Tomato,Maharashtra,935.62,7634
2025-12-28,Tomato,Karnataka,1031.45,5439
2025-12-28,Tomato,Uttar Pradesh,1455.32,9870
2025-12-28,Tomato,Delhi,1307.89,6357
2025-12-28,Gram,Maharashtra,4738.48,5014
2025-12-28,Gram,Karnataka,5034.76,4353
2025-12-28,Gram,Uttar Pradesh,5534.98,4169
2025-12-28,Gram,Delhi,6992.16,3959
2025-12-28,Tur,Maharashtra,7044.23,4133
2025-12-28,Tur,Karnataka,7289.53,5507
2025-12-28,Tur,Uttar Pradesh,8171.81,3656
2025-12-28,Tur,Delhi,9977.7,4182
2025-12-29,Onion,Maharashtra,887.16,7699
2025-12-29,Onion,Karnataka,1068.39,7329
2025-12-29,Onion,Uttar Pradesh,1116.73,3993
2025-12-29,Onion,Delhi,1315.09,5048
2025-12-29,Potato,Maharashtra,1013.33,4137
2025-12-29,Potato,Karnataka,1095.14,3194
2025-12-29,Potato,Uttar Pradesh,1101.09,3444
2025-12-29,Potato,Delhi,1336.52,3670
2025-12-29,Tomato,Maharashtra,971.75,7326
2025-12-29,Tomato,Karnataka,1408.63,6651
2025-12-29,Tomato,Uttar Pradesh,1438.06,5528
2025-12-29,Tomato,Delhi,1694.61,7361
2025-12-29,Gram,Maharashtra,4102.47,4670
2025-12-29,Gram,Karnataka,5445.5,5049
2025-12-29,Gram,Uttar Pradesh,5649.4,4396
2025-12-29,Gram,Delhi,6929.68,3875
2025-12-29,Tur,Maharashtra,7679.24,5307
2025-12-29,Tur,Karnataka,7703.09,4390
2025-12-29,Tur,Uttar Pradesh,7729.18,4152
2025-12-29,Tur,Delhi,10113.25,3330
2025-12-30,Onion,Maharashtra,1122.84,9826
2025-12-30,Onion,Karnataka,1253.05,6149
2025-12-30,Onion,Uttar Pradesh,1353.11,5739
2025-12-30,Onion,Delhi,1266.63,3991
2025-12-30,Potato,Maharashtra,864.59,4695
2025-12-30,Potato,Karnataka,1052.14,6388
2025-12-30,Potato,Uttar Pradesh,1129.04,4346
2025-12-30,Potato,Delhi,1440.76,2028
2025-12-30,Tomato,Maharashtra,1191.71,9160
2025-12-30,Tomato,Karnataka,912.45,9238
2025-12-30,Tomato,Uttar Pradesh,1339.46,6549
2025-12-30,Tomato,Delhi,1716.26,8309
2025-12-30,Gram,Maharashtra,5032.55,5831
2025-12-30,Gram,Karnataka,5084.17,4368
2025-12-30,Gram,Uttar Pradesh,5811.62,4143
2025-12-30,Gram,Delhi,6926.3,3617
2025-12-30,Tur,Maharashtra,7371.26,5387
2025-12-30,Tur,Karnataka,8020.15,4296
2025-12-30,Tur,Uttar Pradesh,7829.36,3655
2025-12-30,Tur,Delhi,9738.57,3910
2025-12-31,Onion,Maharashtra,1179.48,5663
2025-12-31,Onion,Karnataka,1253.47,8362
2025-12-31,Onion,Uttar Pradesh,1259.21,8595
2025-12-31,Onion,Delhi,1419.15,3755
2025-12-31,Potato,Maharashtra,871.43,6561
2025-12-31,Potato,Karnataka,1097.08,4731
2025-12-31,Potato,Uttar Pradesh,1126.2,3522
2025-12-31,Potato,Delhi,1554.45,3730
2025-12-31,Tomato,Maharashtra,1167.22,9088
2025-12-31,Tomato,Karnataka,1305.17,7855
2025-12-31,Tomato,Uttar Pradesh,1114.51,7816
2025-12-31,Tomato,Delhi,1967.15,7251
2025-12-31,Gram,Maharashtra,5527.87,4987
2025-12-31,Gram,Karnataka,4900.01,5130
2025-12-31,Gram,Uttar Pradesh,5542.0,6094
2025-12-31,Gram,Delhi,6310.76,5223
2025-12-31,Tur,Maharashtra,7086.6,4619
2025-12-31,Tur,Karnataka,7099.9,3201
2025-12-31,Tur,Uttar Pradesh,8323.43,4612
2025-12-31,Tur,Delhi,9360.77,2694
2026-01-01,Onion,Maharashtra,1048.92,9262
2026-01-01,Onion,Karnataka,1118.58,4601
2026-01-01,Onion,Uttar Pradesh,1180.75,5909
2026-01-01,Onion,Delhi,1189.17,4945
2026-01-01,Potato,Maharashtra,617.87,9041
2026-01-01,Potato,Karnataka,798.68,9212
2026-01-01,Potato,Uttar Pradesh,685.66,5562
2026-01-01,Potato,Delhi,1060.74,5781
2026-01-01,Tomato,Maharashtra,1312.61,6910
2026-01-01,Tomato,Karnataka,1422.21,6388
2026-01-01,Tomato,Uttar Pradesh,1340.63,5566
2026-01-01,Tomato,Delhi,1812.65,4456
2026-01-01,Gram,Maharashtra,4722.1,5673
2026-01-01,Gram,Karnataka,5158.56,6846
2026-01-01,Gram,Uttar Pradesh,4596.16,6091
2026-01-01,Gram,Delhi,7341.13,2341
2026-01-01,Tur,Maharashtra,5703.71,5714
2026-01-01,Tur,Karnataka,5549.98,4938
2026-01-01,Tur,Uttar Pradesh,6009.04,7502
2026-01-01,Tur,Delhi,8557.06,5574
2026-01-02,Onion,Maharashtra,1176.39,5376
2026-01-02,Onion,Karnataka,1087.39,7222
2026-01-02,Onion,Uttar Pradesh,1064.22,7141
2026-01-02,Onion,Delhi,1484.76,4625
2026-01-02,Potato,Maharashtra,684.05,8641
2026-01-02,Potato,Karnataka,644.25,9262
2026-01-02,Potato,Uttar Pradesh,629.09,8022
2026-01-02,Potato,Delhi,922.47,5360
2026-01-02,Tomato,Maharashtra,1375.91,5206
2026-01-02,Tomato,Karnataka,1568.31,6335
2026-01-02,Tomato,Uttar Pradesh,1351.78,7561
2026-01-02,Tomato,Delhi,1679.53,3591
2026-01-02,Gram,Maharashtra,4428.13,6228
2026-01-02,Gram,Karnataka,4801.07,7110
2026-01-02,Gram,Uttar Pradesh,4796.82,6696
2026-01-02,Gram,Delhi,6980.73,3922
2026-01-02,Tur,Maharashtra,5614.33,6665
2026-01-02,Tur,Karnataka,6168.13,7138
2026-01-02,Tur,Uttar Pradesh,6562.0,5722
2026-01-02,Tur,Delhi,7974.62,4393
2026-01-03,Onion,Maharashtra,1127.3,4569
2026-01-03,Onion,Karnataka,989.16,7556
2026-01-03,Onion,Uttar Pradesh,1232.02,6020
2026-01-03,Onion,Delhi,1516.61,5347
2026-01-03,Potato,Maharashtra,596.75,6701
2026-01-03,Potato,Karnataka,683.5,6047
2026-01-03,Potato,Uttar Pradesh,733.62,4710
2026-01-03,Potato,Delhi,953.34,6254
2026-01-03,Tomato,Maharashtra,1362.76,8309
2026-01-03,Tomato,Karnataka,1717.51,7913
2026-01-03,Tomato,Uttar Pradesh,1089.11,4650
2026-01-03,Tomato,Delhi,1696.64,5026
2026-01-03,Gram,Maharashtra,5155.48,4749
2026-01-03,Gram,Karnataka,5316.02,4468
2026-01-03,Gram,Uttar Pradesh,5312.97,3593
2026-01-03,Gram,Delhi,6585.62,2918
2026-01-03,Tur,Maharashtra,5422.02,7473
2026-01-03,Tur,Karnataka,5759.55,8926
2026-01-03,Tur,Uttar Pradesh,6734.39,5760
2026-01-03,Tur,Delhi,7754.24,5066
2026-01-04,Onion,Maharashtra,1021.87,7113
2026-01-04,Onion,Karnataka,1458.76,6452
2026-01-04,Onion,Uttar Pradesh,1350.07,5371
2026-01-04,Onion,Delhi,1511.0,6770
2026-01-04,Potato,Maharashtra,590.9,10813
2026-01-04,Potato,Karnataka,719.6,6672
2026-01-04,Potato,Uttar Pradesh,749.59,8532
2026-01-04,Potato,Delhi,925.18,3919
2026-01-04,Tomato,Maharashtra,1166.99,6600
2026-01-04,Tomato,Karnataka,1370.44,7395
2026-01-04,Tomato,Uttar Pradesh,1493.78,4580
2026-01-04,Tomato,Delhi,1898.84,5610
2026-01-04,Gram,Maharashtra,5171.58,6756
2026-01-04,Gram,Karnataka,5543.95,5746
2026-01-04,Gram,Uttar Pradesh,5503.94,3339
2026-01-04,Gram,Delhi,7060.99,4166
2026-01-04,Tur,Maharashtra,5984.99,4596
2026-01-04,Tur,Karnataka,5702.01,7079
2026-01-04,Tur,Uttar Pradesh,6496.4,6312
2026-01-04,Tur,Delhi,8155.49,4470
2026-01-05,Onion,Maharashtra,1204.11,6227
2026-01-05,Onion,Karnataka,1163.69,5970
2026-01-05,Onion,Uttar Pradesh,1160.66,5863
2026-01-05,Onion,Delhi,1542.66,4521
2026-01-05,Potato,Maharashtra,722.94,6516
2026-01-05,Potato,Karnataka,657.24,6857
2026-01-05,Potato,Uttar Pradesh,806.89,7423
2026-01-05,Potato,Delhi,954.23,4016
2026-01-05,Tomato,Maharashtra,1366.69,8180
2026-01-05,Tomato,Karnataka,1402.7,7980
2026-01-05,Tomato,Uttar Pradesh,1355.74,8011
2026-01-05,Tomato,Delhi,2283.78,4637
2026-01-05,Gram,Maharashtra,4821.07,7170
2026-01-05,Gram,Karnataka,5806.35,4712
2026-01-05,Gram,Uttar Pradesh,5382.93,4718
2026-01-05,Gram,Delhi,6441.94,3265
2026-01-05,Tur,Maharashtra,5412.54,5224
2026-01-05,Tur,Karnataka,6174.59,6121
2026-01-05,Tur,Uttar Pradesh,7213.73,4446
2026-01-05,Tur,Delhi,8587.95,4254
2026-01-06,Onion,Maharashtra,1086.16,7881
2026-01-06,Onion,Karnataka,1018.04,7082
2026-01-06,Onion,Uttar Pradesh,1233.41,6865
2026-01-06,Onion,Delhi,1551.5,7455
2026-01-06,Potato,Maharashtra,590.65,7093
2026-01-06,Potato,Karnataka,626.97,6683
2026-01-06,Potato,Uttar Pradesh,661.26,8841
2026-01-06,Potato,Delhi,981.79,5062
2026-01-06,Tomato,Maharashtra,1147.67,7599
2026-01-06,Tomato,Karnataka,1276.71,7411
2026-01-06,Tomato,Uttar Pradesh,1500.74,4355
2026-01-06,Tomato,Delhi,2134.7,6795
2026-01-06,Gram,Maharashtra,4763.87,5124
2026-01-06,Gram,Karnataka,5354.98,5615
2026-01-06,Gram,Uttar Pradesh,5761.99,7010
2026-01-06,Gram,Delhi,6852.44,3361
2026-01-06,Tur,Maharashtra,5245.33,5270
2026-01-06,Tur,Karnataka,6177.0,7946
2026-01-06,Tur,Uttar Pradesh,6284.87,5804
2026-01-06,Tur,Delhi,8139.86,5500
2026-01-07,Onion,Maharashtra,1395.9,6207
2026-01-07,Onion,Karnataka,1094.64,7952
2026-01-07,Onion,Uttar Pradesh,1295.91,8558
2026-01-07,Onion,Delhi,1587.67,4640
2026-01-07,Potato,Maharashtra,676.89,9696
2026-01-07,Potato,Karnataka,728.29,8281
2026-01-07,Potato,Uttar Pradesh,780.83,8813
2026-01-07,Potato,Delhi,979.45,6455
2026-01-07,Tomato,Maharashtra,1281.58,7148
2026-01-07,Tomato,Karnataka,1629.37,5504
2026-01-07,Tomato,Uttar Pradesh,1534.85,5758
2026-01-07,Tomato,Delhi,1832.15,6278
2026-01-07,Gram,Maharashtra,5046.58,5607
2026-01-07,Gram,Karnataka,4780.4,6048
2026-01-07,Gram,Uttar Pradesh,5758.92,7163
2026-01-07,Gram,Delhi,6808.53,4175
2026-01-07,Tur,Maharashtra,5979.86,8120
2026-01-07,Tur,Karnataka,6150.74,6174
2026-01-07,Tur,Uttar Pradesh,6793.15,5762
2026-01-07,Tur,Delhi,7948.6,4616
2026-01-08,Onion,Maharashtra,1222.08,5518
2026-01-08,Onion,Karnataka,1169.94,5657
2026-01-08,Onion,Uttar Pradesh,1358.13,4346
2026-01-08,Onion,Delhi,1451.33,5377
2026-01-08,Potato,Maharashtra,745.38,7832
2026-01-08,Potato,Karnataka,632.25,10347
2026-01-08,Potato,Uttar Pradesh,605.08,4001
2026-01-08,Potato,Delhi,913.85,5140
2026-01-08,Tomato,Maharashtra,1111.63,7928
2026-01-08,Tomato,Karnataka,1437.74,5836
2026-01-08,Tomato,Uttar Pradesh,1206.02,7340
2026-01-08,Tomato,Delhi,1957.64,4900
2026-01-08,Gram,Maharashtra,5627.37,4366
2026-01-08,Gram,Karnataka,4723.84,4534
2026-01-08,Gram,Uttar Pradesh,5518.54,5243
2026-01-08,Gram,Delhi,6833.69,4281
2026-01-08,Tur,Maharashtra,5306.07,7955
2026-01-08,Tur,Karnataka,6158.36,7154
2026-01-08,Tur,Uttar Pradesh,6675.63,6063
2026-01-08,Tur,Delhi,8408.15,4842
2026-01-09,Onion,Maharashtra,1170.95,8790
2026-01-09,Onion,Karnataka,1178.17,7511
2026-01-09,Onion,Uttar Pradesh,1204.59,8050
2026-01-09,Onion,Delhi,1438.03,6800
2026-01-09,Potato,Maharashtra,633.24,5665
2026-01-09,Potato,Karnataka,680.35,6494
2026-01-09,Potato,Uttar Pradesh,765.57,6210
2026-01-09,Potato,Delhi,852.17,3554
2026-01-09,Tomato,Maharashtra,1226.27,3577
2026-01-09,Tomato,Karnataka,1073.11,7579
2026-01-09,Tomato,Uttar Pradesh,1620.2,6781
2026-01-09,Tomato,Delhi,1635.4,4952
2026-01-09,Gram,Maharashtra,4981.14,4268
2026-01-09,Gram,Karnataka,5785.39,6186
2026-01-09,Gram,Uttar Pradesh,5458.66,5026
2026-01-09,Gram,Delhi,6992.93,2366
2026-01-09,Tur,Maharashtra,5759.65,5330
2026-01-09,Tur,Karnataka,5746.31,5519
2026-01-09,Tur,Uttar Pradesh,7332.16,6267
2026-01-09,Tur,Delhi,7896.97,4953
2026-01-10,Onion,Maharashtra,1262.32,8228
2026-01-10,Onion,Karnataka,1162.36,5727
2026-01-10,Onion,Uttar Pradesh,1299.79,6741
2026-01-10,Onion,Delhi,1627.42,5635
2026-01-10,Potato,Maharashtra,709.77,7086
2026-01-10,Potato,Karnataka,763.87,7815
2026-01-10,Potato,Uttar Pradesh,852.27,6158
2026-01-10,Potato,Delhi,1005.27,5940
2026-01-10,Tomato,Maharashtra,1187.32,6272
2026-01-10,Tomato,Karnataka,1326.73,7137
2026-01-10,Tomato,Uttar Pradesh,1568.57,5532
2026-01-10,Tomato,Delhi,1825.13,7142
2026-01-10,Gram,Maharashtra,5588.39,6040
2026-01-10,Gram,Karnataka,5273.93,5389
2026-01-10,Gram,Uttar Pradesh,5752.23,3977
2026-01-10,Gram,Delhi,6831.79,2665
2026-01-10,Tur,Maharashtra,6052.15,6971
2026-01-10,Tur,Karnataka,5981.32,7688
2026-01-10,Tur,Uttar Pradesh,5973.41,3928
2026-01-10,Tur,Delhi,8257.25,5375
2026-01-11,Onion,Maharashtra,1297.05,6307
2026-01-11,Onion,Karnataka,1285.25,6528
2026-01-11,Onion,Uttar Pradesh,1195.92,7354
2026-01-11,Onion,Delhi,1599.08,3423
2026-01-11,Potato,Maharashtra,739.91,10127
2026-01-11,Potato,Karnataka,628.13,8113
2026-01-11,Potato,Uttar Pradesh,741.86,7515
2026-01-11,Potato,Delhi,845.58,4946
2026-01-11,Tomato,Maharashtra,1313.35,8573
2026-01-11,Tomato,Karnataka,1500.43,6091
2026-01-11,Tomato,Uttar Pradesh,1619.3,2689
2026-01-11,Tomato,Delhi,2060.95,3260
2026-01-11,Gram,Maharashtra,4858.25,4311
2026-01-11,Gram,Karnataka,4808.91,6485
2026-01-11,Gram,Uttar Pradesh,5375.3,5346
